,tweetID,tweetText,tweetRetweetCt,tweetFavoriteCt,tweetSource,tweetCreated,userID,userScreen,userName,userCreateDt,userDesc,userFollowerCt,userFriendsCt,userLocation,userTimezone
0,751952401024708608,Great job 👎👎 #test321,0,0,Twitter for iPhone,2016-07-10 01:33:17,4721235721,WaldoJoe_,Waldo Joe,2016-01-07 01:48:07,,7,33,,
